resolved_global_id,identity_status,matched_known_id,unknown_global_id,global_gt_id,camera_id,frame_id,relative_sec,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,stream_unification_basis
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,765,76.5,1266,104,1312,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,765,76.5,660,161,731,399,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,765,76.5,670,155,737,382,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,765,76.5,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,765,76.5,993,197,1085,539,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,765,76.5,1093,213,1194,598,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,770,77,869,181,953,480,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,770,77,763,182,847,471,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,770,77,1268,104,1314,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,770,77,660,161,731,399,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,770,77,670,155,737,382,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,770,77,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,770,77,1045,188,1132,518,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,770,77,1166,206,1264,584,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,775,77.5,954,172,1033,460,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,775,77.5,763,182,847,471,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,775,77.5,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,775,77.5,660,161,731,399,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,775,77.5,674,155,741,382,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,775,77.5,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,775,77.5,1067,182,1151,502,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,775,77.5,1192,200,1287,567,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,780,78,1035,163,1109,443,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,780,78,758,183,843,474,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,780,78,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,780,78,654,161,725,400,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,780,78,680,155,747,382,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,780,78,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,780,78,1067,176,1148,482,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,780,78,1236,197,1331,564,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,785,78.5,1094,156,1164,427,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,785,78.5,758,183,843,474,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,785,78.5,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,785,78.5,654,161,725,400,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,785,78.5,683,155,750,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,785,78.5,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,785,78.5,1022,173,1101,469,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,785,78.5,1236,197,1331,564,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,790,79,1153,150,1220,413,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,790,79,210,304,374,785,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,790,79,758,183,843,474,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,790,79,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,790,79,654,161,725,400,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,790,79,683,155,750,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,790,79,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,790,79,988,169,1065,454,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,790,79,1270,188,1363,540,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,795,79.5,1220,143,1285,399,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,795,79.5,396,297,554,783,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,795,79.5,760,184,846,477,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,795,79.5,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,795,79.5,657,161,728,399,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,795,79.5,691,154,758,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,795,79.5,733,148,796,365,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,795,79.5,984,162,1057,434,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,795,79.5,1282,186,1376,536,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,800,80,1267,138,1331,387,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,800,80,517,294,671,785,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,800,80,748,185,834,481,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,800,80,1270,104,1316,282,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,800,80,660,161,731,399,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,800,80,697,154,764,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,800,80,736,147,799,364,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,800,80,955,158,1026,419,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,800,80,1276,179,1365,513,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,805,80.5,1339,133,1406,380,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,805,80.5,616,286,764,769,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,805,80.5,755,186,841,482,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,805,80.5,1274,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,805,80.5,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,805,80.5,704,154,771,380,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,805,80.5,742,145,803,357,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,805,80.5,910,155,979,405,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,805,80.5,1253,174,1337,496,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,810,81,1394,128,1462,369,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,810,81,687,283,832,768,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,810,81,768,185,854,482,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,810,81,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,810,81,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,810,81,705,154,772,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,810,81,729,145,790,355,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,810,81,883,153,951,397,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,810,81,1233,170,1314,482,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,815,81.5,1445,122,1514,357,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,815,81.5,762,279,904,763,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,815,81.5,768,185,854,482,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,815,81.5,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,815,81.5,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,815,81.5,708,154,775,380,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,815,81.5,729,145,790,355,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,815,81.5,839,152,906,389,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,815,81.5,1214,165,1291,465,wildtrack_global_gt_id_demo_bridge
UNK_0020,unknown,,UNK_0020,48,C3,820,82,1484,117,1553,346,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,820,82,876,280,1016,776,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,820,82,763,186,850,484,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,820,82,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,820,82,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,820,82,713,153,779,379,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,820,82,729,145,790,355,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,820,82,823,151,889,383,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,820,82,1178,162,1251,450,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,825,82.5,933,287,1076,802,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,825,82.5,763,186,850,484,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,825,82.5,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,825,82.5,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,825,82.5,713,153,779,379,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,825,82.5,729,145,790,355,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,825,82.5,804,151,870,382,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,825,82.5,1152,159,1224,441,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,830,83,986,269,1118,754,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,830,83,771,185,857,483,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,830,83,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,830,83,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,830,83,716,153,782,379,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,830,83,726,145,788,355,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,830,83,808,150,873,379,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,830,83,1133,157,1203,431,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,830,83,231,229,343,563,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,835,83.5,998,268,1130,751,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,835,83.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,835,83.5,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,835,83.5,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,835,83.5,712,153,779,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,835,83.5,726,145,788,355,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,835,83.5,271,256,403,650,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,835,83.5,813,148,877,373,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,835,83.5,1106,154,1175,420,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,835,83.5,266,226,377,559,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,840,84,982,252,1105,704,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,840,84,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,840,84,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,840,84,663,161,734,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,840,84,712,153,779,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,840,84,724,145,786,356,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,840,84,437,248,563,641,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,840,84,818,147,881,371,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,840,84,1078,152,1146,413,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,840,84,433,223,542,566,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,845,84.5,960,239,1076,663,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,845,84.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,845,84.5,1275,104,1321,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,845,84.5,289,205,386,498,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,845,84.5,667,161,737,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,845,84.5,712,153,779,381,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,845,84.5,724,145,786,356,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,845,84.5,552,249,677,655,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,845,84.5,860,145,922,368,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,845,84.5,1041,150,1108,403,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,845,84.5,487,225,598,577,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,850,85,984,227,1093,627,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,850,85,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,850,85,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,850,85,346,209,445,513,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,850,85,641,161,711,397,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,850,85,709,153,775,379,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,850,85,723,146,785,358,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,850,85,740,245,862,661,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,850,85,875,144,937,366,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,850,85,996,151,1063,400,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,850,85,564,227,676,590,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,855,85.5,955,221,1061,608,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,855,85.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,855,85.5,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,855,85.5,434,211,535,530,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,855,85.5,638,161,708,397,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,855,85.5,709,153,775,379,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,855,85.5,747,145,809,358,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,855,85.5,868,245,988,673,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,855,85.5,873,143,934,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,855,85.5,954,151,1021,398,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,855,85.5,620,230,733,603,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,860,86,952,217,1056,595,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,860,86,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,860,86,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,860,86,505,216,609,549,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,860,86,628,162,699,398,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,860,86,700,153,766,378,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,860,86,745,145,807,357,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,860,86,1056,246,1175,693,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,860,86,875,143,937,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,860,86,928,151,995,393,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,860,86,692,230,805,612,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,865,86.5,961,213,1063,586,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,865,86.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,865,86.5,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,865,86.5,617,216,721,560,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,865,86.5,620,161,691,396,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,865,86.5,692,153,758,377,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,865,86.5,745,145,807,357,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,865,86.5,1225,244,1347,702,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,865,86.5,875,143,937,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,865,86.5,885,151,952,391,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,865,86.5,742,233,857,625,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,870,87,999,212,1100,586,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,870,87,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,870,87,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,870,87,718,216,823,571,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,870,87,616,161,686,394,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,870,87,703,152,768,375,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,870,87,751,144,812,356,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,870,87,1404,249,1549,734,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,870,87,875,143,937,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,870,87,862,152,929,390,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,870,87,818,235,933,638,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,875,87.5,1044,214,1146,596,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,875,87.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,875,87.5,1271,104,1317,283,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,875,87.5,844,210,944,565,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,875,87.5,616,161,686,394,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,875,87.5,703,152,768,375,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,875,87.5,751,144,812,356,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0358,known,known_demo_gt_0358,,358,C3,875,87.5,1592,248,1761,750,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,875,87.5,875,143,937,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,875,87.5,857,151,923,388,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,875,87.5,878,236,994,646,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,880,88,1082,220,1186,618,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,880,88,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,880,88,1264,104,1310,284,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,880,88,992,205,1089,564,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,880,88,616,161,686,394,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,880,88,704,152,769,375,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,880,88,751,144,812,356,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,880,88,871,143,933,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,880,88,830,151,896,386,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,880,88,959,235,1073,649,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,885,88.5,1143,223,1249,632,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,885,88.5,755,187,842,486,wildtrack_global_gt_id_demo_bridge
known_demo_gt_0147,known,known_demo_gt_0147,,147,C3,885,88.5,1266,104,1312,284,wildtrack_global_gt_id_demo_bridge
UNK_0023,unknown,,UNK_0023,170,C3,885,88.5,1124,202,1219,568,wildtrack_global_gt_id_demo_bridge
UNK_0016,unknown,,UNK_0016,177,C3,885,88.5,616,161,686,394,wildtrack_global_gt_id_demo_bridge
UNK_0015,unknown,,UNK_0015,198,C3,885,88.5,704,152,769,375,wildtrack_global_gt_id_demo_bridge
UNK_0017,unknown,,UNK_0017,353,C3,885,88.5,751,144,812,356,wildtrack_global_gt_id_demo_bridge
UNK_0018,unknown,,UNK_0018,559,C3,885,88.5,871,143,933,364,wildtrack_global_gt_id_demo_bridge
UNK_0019,unknown,,UNK_0019,563,C3,885,88.5,833,151,899,385,wildtrack_global_gt_id_demo_bridge
UNK_0022,unknown,,UNK_0022,601,C3,885,88.5,1068,234,1180,659,wildtrack_global_gt_id_demo_bridge
UNK_0021,unknown,,UNK_0021,56,C3,890,89,1254,231,1371,668,wildtrack_global_gt_id_demo_bridge
UNK_0012,unknown,,UNK_0012,115,C3,890,89,755,187,842,486,wildtrack_global_gt_id_demo_bridge
